Campaign Name,Objective,Day,Age,Gender,Delivery Level,Reach,Impressions,Frequency,Result Type,Results,Results [On Ad],Results [28 Days After Clicking],Cost per Result,Cost per Result [On Ad],Cost per Result [28 Days After Clicking],Amount Spent (USD),"CPM (Cost per 1,000 Impressions)",Link Clicks,Link Clicks [On Ad],CPC (Cost per Link Click),CPC (Cost per Link Click) [On Ad],CTR (Link Click-Through Rate),Clicks (All),CPC (All),CTR (All),Purchases Conversion Value,Purchases Conversion Value [28 Days After Clicking],Cost per Purchase,Cost per Purchase [28 Days After Clicking],Purchases,Purchases [28 Days After Clicking],Purchase ROAS (Return on Ad Spend),Purchase ROAS (Return on Ad Spend) [28 Days After Clicking]
EBD_2018_Promos,CONVERSIONS,2018-01-17,18-24,female,campaign,50936,58809,1.15,Website Purchases,57,,28,10.87,,22.13,619.70,10.54,111,111,5.58,5.58,0.19,267,2.32,0.45,3398.37,1479.14,10.87,22.13,57,28,5.48,2.39
EBD_2018_Promos,CONVERSIONS,2018-01-17,18-24,male,campaign,4479,5395,1.2,Website Purchases,7,,3,6.53,,15.24,45.71,8.47,15,15,3.05,3.05,0.28,29,1.58,0.54,506.52,199.89,6.53,15.24,7,3,11.08,4.37
EBD_2018_Promos,CONVERSIONS,2018-01-17,25-34,male,campaign,3423,4581,1.34,Website Purchases,11,,3,4.19,,15.38,46.14,10.07,11,11,4.19,4.19,0.24,30,1.54,0.65,558.6,182.28,4.19,15.38,11,3,12.11,3.95
EBD_2018_Promos,CONVERSIONS,2018-01-17,35-44,female,campaign,0,2,0,,,,,,,,0.02,10,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-17,35-44,male,campaign,928,1011,1.09,Website Purchases,3,,,4.74,,,14.23,14.07,2,2,7.11,7.11,0.2,4,3.56,0.4,323.88,0,4.74,0,3,0,22.76,0
EBD_2018_Promos,CONVERSIONS,2018-01-16,18-24,male,campaign,4351,5162,1.19,Website Purchases,7,,,6.2,,,43.37,8.4,11,11,3.94,3.94,0.21,23,1.89,0.45,367.12,0,6.20,0,7,0,8.46,0
EBD_2018_Promos,CONVERSIONS,2018-01-16,35-44,male,campaign,704,1032,1.47,Website Purchases,1,,,14.1,,,14.10,13.66,3,3,4.7,4.7,0.29,4,3.52,0.39,37.15,0,14.10,0,1,0,2.64,0
EBD_2018_Promos,CONVERSIONS,2018-01-16,35-44,female,campaign,0,3,0,,,,,,,,0.02,6.67,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-16,65+,female,campaign,0,1,0,,,,,,,,0.01,10,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-16,18-24,female,campaign,32634,37844,1.16,Website Purchases,48,,18,8.49,,22.65,407.72,10.77,93,93,4.38,4.38,0.25,187,2.18,0.49,2514.53,1056.36,8.49,22.65,48,18,6.17,2.59
EBD_2018_Promos,CONVERSIONS,2018-01-16,25-34,female,campaign,28666,33040,1.15,Website Purchases,42,,21,7.86,,15.73,330.28,10,105,105,3.15,3.15,0.32,186,1.78,0.56,2038.07,1123.63,7.86,15.73,42,21,6.17,3.4
EBD_2018_Promos,CONVERSIONS,2018-01-16,25-34,male,campaign,3919,5096,1.3,Website Purchases,6,,4,8.11,,12.16,48.63,9.54,16,16,3.04,3.04,0.31,31,1.57,0.61,299.31,246.65,8.11,12.16,6,4,6.15,5.07
EBD_2018_Promos,CONVERSIONS,2018-01-15,45-54,male,campaign,6,6,1,,,,,,,,0.05,8.33,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-15,65+,male,campaign,0,1,0,,,,,,,,0.00,0,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-15,35-44,female,campaign,16,21,1.31,,,,,,,,0.23,10.95,1,1,0.23,0.23,4.76,2,0.11,9.52,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-15,18-24,female,campaign,36075,42831,1.19,Website Purchases,54,,20,6.4,,17.27,345.34,8.06,127,127,2.72,2.72,0.3,220,1.57,0.51,2714.92,972.09,6.40,17.27,54,20,7.86,2.81
EBD_2018_Promos,CONVERSIONS,2018-01-15,25-34,female,campaign,32988,39773,1.21,Website Purchases,65,,25,4.64,,12.05,301.37,7.58,147,147,2.05,2.05,0.37,260,1.16,0.65,3839.43,1245.54,4.64,12.05,65,25,12.74,4.13
EBD_2018_Promos,CONVERSIONS,2018-01-15,65+,female,campaign,0,3,0,,,,,,,,0.03,10,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-15,18-24,male,campaign,3552,3893,1.1,Website Purchases,4,,3,7.39,,9.85,29.55,7.59,10,10,2.95,2.95,0.26,14,2.11,0.36,260.72,215.82,7.39,9.85,4,3,8.82,7.3
EBD_2018_Promos,CONVERSIONS,2018-01-15,45-54,female,campaign,0,5,0,,,,,,,,0.01,2,,,,,,0,,0,,,,,,,,
EBD_2018_Promos,CONVERSIONS,2018-01-15,25-34,male,campaign,2688,3320,1.24,Website Purchases,11,,1,2.51,,27.65,27.65,8.33,12,12,2.3,2.3,0.36,21,1.32,0.63,470.26,116.85,2.51,27.65,11,1,17.01,4.23
EBD_2018_Promos_%Off,CONVERSIONS,2018-01-15,35-44,male,campaign,672,756,1.13,Website Purchases,6,,2,1.39,,4.17,8.34,11.03,5,5,1.67,1.67,0.66,7,1.19,0.93,380.43,124.65,1.39,4.17,6,2,45.62,14.95
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,18-24,female,campaign,13184,14980,1.14,Website Purchases,24,,5,4.5,,21.62,108.08,7.21,26,26,4.16,4.16,0.17,62,1.74,0.41,875.62,267.68,4.50,21.62,24,5,8.1,2.48
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,25-34,female,campaign,8464,9960,1.18,Website Purchases,22,,6,4.18,,15.33,91.96,9.23,17,17,5.41,5.41,0.17,35,2.63,0.35,900.47,178.5,4.18,15.33,22,6,9.79,1.94
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,45-54,male,campaign,120,187,1.56,,,,,,,,2.26,12.09,,,,,,0,,0,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,65+,male,campaign,112,137,1.22,,,,,,,,2.42,17.66,1,1,2.42,2.42,0.73,2,1.21,1.46,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,55-64,male,campaign,216,258,1.19,,,,,,,,3.79,14.69,1,1,3.79,3.79,0.39,2,1.9,0.78,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,35-44,male,campaign,136,194,1.43,,,,,,,,2.80,14.43,2,2,1.4,1.4,1.03,2,1.4,1.03,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,65+,female,campaign,568,844,1.49,Website Purchases,1,,,12.91,,,12.91,15.3,2,2,6.46,6.46,0.24,2,6.46,0.24,124.95,0,12.91,0,1,0,9.68,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,55-64,female,campaign,784,1200,1.53,Website Purchases,1,,,19.72,,,19.72,16.43,8,8,2.47,2.47,0.67,8,2.47,0.67,103.66,0,19.72,0,1,0,5.26,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,35-44,female,campaign,944,1404,1.49,Website Purchases,7,,,2.52,,,17.64,12.56,2,2,8.82,8.82,0.14,8,2.21,0.57,358.1,0,2.52,0,7,0,20.3,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,25-34,male,campaign,1840,2414,1.31,Website Purchases,1,,,21.72,,,21.72,9,3,3,7.24,7.24,0.12,7,3.1,0.29,53.85,0,21.72,0,1,0,2.48,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,18-24,male,campaign,624,1061,1.7,Website Purchases,1,,,10.6,,,10.60,9.99,1,1,10.6,10.6,0.09,2,5.3,0.19,39.2,0,10.60,0,1,0,3.7,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-28,45-54,female,campaign,1056,1448,1.37,Website Purchases,2,,1,11.25,,22.49,22.49,15.53,14,14,1.61,1.61,0.97,14,1.61,0.97,164.95,56,11.25,22.49,2,1,7.33,2.49
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,18-24,female,campaign,11232,13776,1.23,Website Purchases,15,,8,7.16,,13.43,107.42,7.8,31,31,3.47,3.47,0.23,54,1.99,0.39,573.95,302.79,7.16,13.43,15,8,5.34,2.82
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,25-34,female,campaign,10592,13194,1.25,Website Purchases,18,,4,6.88,,30.97,123.87,9.39,36,36,3.44,3.44,0.27,53,2.34,0.4,822.93,139.04,6.88,30.97,18,4,6.64,1.12
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,25-34,male,campaign,2000,2372,1.19,Website Purchases,4,,1,6.49,,25.94,25.94,10.94,6,6,4.32,4.32,0.25,13,2,0.55,358.77,35.16,6.49,25.94,4,1,13.83,1.36
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,45-54,female,campaign,1192,1594,1.34,Website Purchases,2,,1,12.6,,25.19,25.19,15.8,9,9,2.8,2.8,0.56,10,2.52,0.63,235.69,31.2,12.60,25.19,2,1,9.36,1.24
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,55-64,female,campaign,864,1462,1.69,Website Purchases,5,,5,5.78,,5.78,28.88,19.75,16,16,1.81,1.81,1.09,20,1.44,1.37,281.93,281.93,5.78,5.78,5,5,9.76,9.76
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,65+,female,campaign,696,942,1.35,Website Purchases,1,,1,15.47,,15.47,15.47,16.42,12,12,1.29,1.29,1.27,13,1.19,1.38,99.59,99.59,15.47,15.47,1,1,6.44,6.44
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,18-24,male,campaign,744,902,1.21,Website Purchases,2,,1,4.6,,9.2,9.20,10.2,8,8,1.15,1.15,0.89,8,1.15,0.89,126.54,68.14,4.60,9.2,2,1,13.75,7.41
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,35-44,female,campaign,1240,1557,1.26,Website Purchases,2,,,10.55,,,21.10,13.55,10,10,2.11,2.11,0.64,11,1.92,0.71,67.96,0,10.55,0,2,0,3.22,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,55-64,male,campaign,112,194,1.73,Website Purchases,1,,,3.15,,,3.15,16.24,,,,,,1,3.15,0.52,41.61,0,3.15,0,1,0,13.21,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,35-44,male,campaign,56,119,2.13,,,,,,,,1.41,11.85,1,1,1.41,1.41,0.84,1,1.41,0.84,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,65+,male,campaign,56,110,1.96,,,,,,,,1.51,13.73,2,2,0.76,0.76,1.82,3,0.5,2.73,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-27,45-54,male,campaign,72,150,2.08,,,,,,,,1.97,13.13,,,,,,1,1.97,0.67,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,65+,male,campaign,88,165,1.88,,,,,,,,2.99,18.12,4,4,0.75,0.75,2.42,3,1,1.82,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,55-64,male,campaign,240,322,1.34,,,,,,,,6.02,18.7,2,2,3.01,3.01,0.62,3,2.01,0.93,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,45-54,male,campaign,232,295,1.27,,,,,,,,5.40,18.31,2,2,2.7,2.7,0.68,3,1.8,1.02,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,18-24,female,campaign,15984,18623,1.17,Website Purchases,23,,7,6.92,,22.73,159.10,8.54,46,46,3.46,3.46,0.25,76,2.09,0.41,1088.96,400.66,6.92,22.73,23,7,6.84,2.52
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,25-34,female,campaign,10464,13242,1.27,Website Purchases,14,,7,8.08,,16.17,113.18,8.55,29,29,3.9,3.9,0.22,50,2.26,0.38,594.68,377.32,8.08,16.17,14,7,5.25,3.33
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,25-34,male,campaign,1688,2076,1.23,Website Purchases,4,,4,5.93,,5.93,23.72,11.43,8,8,2.97,2.97,0.39,14,1.69,0.67,79.04,79.04,5.93,5.93,4,4,3.33,3.33
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,18-24,male,campaign,784,1223,1.56,Website Purchases,2,,1,5.42,,10.83,10.83,8.86,4,4,2.71,2.71,0.33,5,2.17,0.41,63.75,41.85,5.42,10.83,2,1,5.89,3.86
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,35-44,female,campaign,1120,1598,1.43,Website Purchases,2,,,10.67,,,21.34,13.35,10,10,2.13,2.13,0.63,11,1.94,0.69,355.76,0,10.67,0,2,0,16.67,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,35-44,male,campaign,440,459,1.04,Website Purchases,1,,,5.36,,,5.36,11.68,,,,,,0,,0,37.9,0,5.36,0,1,0,7.07,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,45-54,female,campaign,1304,1654,1.27,Website Purchases,1,,,23.37,,,23.37,14.13,11,11,2.12,2.12,0.67,11,2.12,0.67,41.11,0,23.37,0,1,0,1.76,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,65+,female,campaign,736,923,1.25,Website Purchases,1,,,15.94,,,15.94,17.27,10,10,1.59,1.59,1.08,15,1.06,1.63,72.76,0,15.94,0,1,0,4.56,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-26,55-64,female,campaign,912,1269,1.39,Website Purchases,2,,2,11.82,,11.82,23.64,18.63,7,7,3.38,3.38,0.55,10,2.36,0.79,164.72,164.72,11.82,11.82,2,2,6.97,6.97
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,18-24,female,campaign,16720,21090,1.26,Website Purchases,15,,6,11.37,,28.43,170.55,8.09,44,44,3.88,3.88,0.21,68,2.51,0.32,702.73,282.33,11.37,28.43,15,6,4.12,1.66
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,55-64,female,campaign,872,1373,1.57,Website Purchases,1,,1,29,,29,29.00,21.12,12,12,2.42,2.42,0.87,16,1.81,1.17,36.76,36.76,29.00,29,1,1,1.27,1.27
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,18-24,male,campaign,1576,2319,1.47,Website Purchases,2,,,10.85,,,21.70,9.36,,,,,,7,3.1,0.3,52.72,0,10.85,0,2,0,2.43,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,25-34,female,campaign,4168,5416,1.3,Website Purchases,10,,2,4.89,,24.43,48.86,9.02,9,9,5.43,5.43,0.17,19,2.57,0.35,446.1,144.8,4.89,24.43,10,2,9.13,2.96
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,45-54,male,campaign,304,532,1.75,Website Purchases,3,,1,2.28,,6.85,6.85,12.88,1,1,6.85,6.85,0.19,2,3.43,0.38,318.88,175.12,2.28,6.85,3,1,46.55,25.56
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,55-64,male,campaign,416,601,1.44,Website Purchases,1,,1,8.75,,8.75,8.75,14.56,1,1,8.75,8.75,0.17,3,2.92,0.5,39.55,39.55,8.75,8.75,1,1,4.52,4.52
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,25-34,male,campaign,1640,2342,1.43,,,,,,,,21.30,9.09,5,5,4.26,4.26,0.21,6,3.55,0.26,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,35-44,male,campaign,1080,1603,1.48,,,,,,,,17.47,10.9,4,4,4.37,4.37,0.25,3,5.82,0.19,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,45-54,female,campaign,1080,1664,1.54,,,,,,,,24.55,14.75,7,7,3.51,3.51,0.42,9,2.73,0.54,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,65+,female,campaign,600,903,1.51,,,,,,,,16.20,17.94,12,12,1.35,1.35,1.33,13,1.25,1.44,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,65+,male,campaign,208,317,1.52,,,,,,,,3.67,11.58,1,1,3.67,3.67,0.32,2,1.84,0.63,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-25,35-44,female,campaign,1440,2004,1.39,Website Purchases,1,,,23.18,,,23.18,11.57,7,7,3.31,3.31,0.35,8,2.9,0.4,79.12,0,23.18,0,1,0,3.41,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,18-24,female,campaign,17480,17494,1,Website Purchases,12,,2,12.43,,74.56,149.12,8.52,61,61,2.44,2.44,0.35,98,1.52,0.56,770.2,46.67,12.43,74.56,12,2,5.16,0.31
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,25-34,female,campaign,14288,14577,1.02,Website Purchases,11,,3,13.92,,51.04,153.12,10.5,73,73,2.1,2.1,0.5,88,1.74,0.6,574.65,111.47,13.92,51.04,11,3,3.75,0.73
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,25-34,male,campaign,5768,5853,1.01,Website Purchases,3,,2,22.43,,33.65,67.30,11.5,31,31,2.17,2.17,0.53,35,1.92,0.6,124.62,70.71,22.43,33.65,3,2,1.85,1.05
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,35-44,female,campaign,2488,2695,1.08,Website Purchases,3,,2,13.08,,19.62,39.23,14.56,25,25,1.57,1.57,0.93,33,1.19,1.22,155.75,97.85,13.08,19.62,3,2,3.97,2.49
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,18-24,male,campaign,1416,1516,1.07,Website Purchases,1,,,14.67,,,14.67,9.68,5,5,2.93,2.93,0.33,8,1.83,0.53,66.67,0,14.67,0,1,0,4.54,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,35-44,male,campaign,432,455,1.05,,,,,,,,6.79,14.92,3,3,2.26,2.26,0.66,2,3.4,0.44,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,55-64,male,campaign,110,110,1,Website Purchases,1,,,2.04,,,2.04,18.55,,,,,,1,2.04,0.91,73.91,0,2.04,0,1,0,36.23,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,45-54,female,campaign,655,655,1,,,,,,,,12.71,19.4,9,9,1.41,1.41,1.37,9,1.41,1.37,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,45-54,male,campaign,240,266,1.11,,,,,,,,5.24,19.7,3,3,1.75,1.75,1.13,3,1.75,1.13,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,55-64,female,campaign,343,343,1,,,,,,,,9.25,26.97,5,5,1.85,1.85,1.46,5,1.85,1.46,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,65+,female,campaign,344,404,1.17,,,,,,,,6.14,15.2,3,3,2.05,2.05,0.74,3,2.05,0.74,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-08,65+,male,campaign,64,98,1.53,,,,,,,,1.54,15.71,,,,,,1,1.54,1.02,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,45-54,female,campaign,1648,1826,1.11,Website Purchases,1,,,29.79,,,29.79,16.31,18,18,1.66,1.66,0.99,22,1.35,1.2,93,0,29.79,0,1,0,3.12,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,55-64,female,campaign,768,803,1.05,,,,,,,,18.51,23.05,8,8,2.31,2.31,1,13,1.42,1.62,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,65+,female,campaign,1007,1007,1,,,,,,,,14.24,14.14,3,3,4.75,4.75,0.3,6,2.37,0.6,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,35-44,female,campaign,2128,2863,1.35,Website Purchases,2,,1,22.91,,45.81,45.81,16,18,18,2.55,2.55,0.63,23,1.99,0.8,73.22,49.11,22.91,45.81,2,1,1.6,1.07
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,18-24,male,campaign,2784,3146,1.13,Website Purchases,3,,,10.24,,,30.71,9.76,15,15,2.05,2.05,0.48,17,1.81,0.54,91.31,0,10.24,0,3,0,2.97,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,35-44,male,campaign,885,885,1,Website Purchases,1,,1,12.83,,12.83,12.83,14.5,7,7,1.83,1.83,0.79,7,1.83,0.79,71.88,71.88,12.83,12.83,1,1,5.6,5.6
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,25-34,male,campaign,7997,7997,1,Website Purchases,6,,2,14.31,,42.92,85.83,10.73,45,45,1.91,1.91,0.56,55,1.56,0.69,355.3,100.66,14.31,42.92,6,2,4.14,1.17
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,18-24,female,campaign,34256,34612,1.01,Website Purchases,27,,10,10.85,,29.3,293.02,8.47,106,106,2.76,2.76,0.31,171,1.71,0.49,1560.43,453.02,10.85,29.3,27,10,5.33,1.55
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,55-64,male,campaign,204,204,1,Website Purchases,1,,1,5.04,,5.04,5.04,24.71,2,2,2.52,2.52,0.98,3,1.68,1.47,53.95,53.95,5.04,5.04,1,1,10.7,10.7
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,65+,male,campaign,237,237,1,,,,,,,,3.25,13.71,3,3,1.08,1.08,1.27,3,1.08,1.27,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,45-54,male,campaign,545,545,1,,,,,,,,10.49,19.25,4,4,2.62,2.62,0.73,4,2.62,0.73,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-07,25-34,female,campaign,21024,21762,1.04,Website Purchases,24,,4,9.44,,56.64,226.57,10.41,93,93,2.44,2.44,0.43,124,1.83,0.57,1442.94,140.93,9.44,56.64,24,4,6.37,0.62
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,25-34,female,campaign,21360,23335,1.09,Website Purchases,14,,8,16.86,,29.51,236.08,10.12,107,107,2.21,2.21,0.46,143,1.65,0.61,800.34,446.73,16.86,29.51,14,8,3.39,1.89
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,18-24,female,campaign,34480,34905,1.01,Website Purchases,17,,7,16.37,,39.75,278.24,7.97,128,128,2.17,2.17,0.37,170,1.64,0.49,923.21,289.9,16.37,39.75,17,7,3.32,1.04
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,25-34,male,campaign,5648,5877,1.04,Website Purchases,3,,,21.72,,,65.15,11.09,24,24,2.71,2.71,0.41,31,2.1,0.53,103.36,0,21.72,0,3,0,1.59,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,55-64,male,campaign,223,223,1,,,,,,,,5.79,25.96,1,1,5.79,5.79,0.45,1,5.79,0.45,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,45-54,female,campaign,1744,1883,1.08,,,,,,,,31.63,16.8,15,15,2.11,2.11,0.8,19,1.66,1.01,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,35-44,male,campaign,901,901,1,,,,,,,,14.70,16.32,6,6,2.45,2.45,0.67,8,1.84,0.89,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,55-64,female,campaign,861,861,1,Website Purchases,1,,1,19.74,,19.74,19.74,22.93,15,15,1.32,1.32,1.74,14,1.41,1.63,50.15,50.15,19.74,19.74,1,1,2.54,2.54
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,45-54,male,campaign,608,679,1.12,Website Purchases,2,,,5.83,,,11.66,17.17,9,9,1.3,1.3,1.33,11,1.06,1.62,169.63,0,5.83,0,2,0,14.55,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,65+,male,campaign,287,287,1,,,,,,,,4.62,16.1,1,1,4.62,4.62,0.35,3,1.54,1.05,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,18-24,male,campaign,4848,5018,1.04,Website Purchases,2,,2,23.73,,23.73,47.46,9.46,37,37,1.28,1.28,0.74,43,1.1,0.86,46.62,46.62,23.73,23.73,2,2,0.98,0.98
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,35-44,female,campaign,2992,3099,1.04,,,,,,,,49.07,15.83,30,30,1.64,1.64,0.97,34,1.44,1.1,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-06,65+,female,campaign,816,891,1.09,Website Purchases,3,,2,4.82,,7.23,14.45,16.22,13,13,1.11,1.11,1.46,13,1.11,1.46,125.6,97.7,4.82,7.23,3,2,8.69,6.76
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,45-54,female,campaign,2048,2419,1.18,Website Purchases,4,,1,10.84,,43.35,43.35,17.92,18,18,2.41,2.41,0.74,28,1.55,1.16,264.03,95.91,10.84,43.35,4,1,6.09,2.21
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,25-34,female,campaign,24560,26264,1.07,Website Purchases,17,,6,16.18,,45.84,275.02,10.47,140,140,1.96,1.96,0.53,174,1.58,0.66,1088.69,567.03,16.18,45.84,17,6,3.96,2.06
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,18-24,female,campaign,36326,36326,1,Website Purchases,32,,10,9.57,,30.61,306.12,8.43,136,136,2.25,2.25,0.37,195,1.57,0.54,1727.55,393.09,9.57,30.61,32,10,5.64,1.28
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,25-34,male,campaign,5344,5344,1,Website Purchases,2,,,31.42,,,62.84,11.76,48,48,1.31,1.31,0.9,53,1.19,0.99,189.03,0,31.42,0,2,0,3.01,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,55-64,male,campaign,235,235,1,,,,,,,,6.22,26.47,5,5,1.24,1.24,2.13,6,1.04,2.55,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,65+,male,campaign,277,277,1,,,,,,,,5.87,21.19,,,,,,0,,0,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,45-54,male,campaign,432,581,1.34,,,,,,,,11.72,20.17,7,7,1.67,1.67,1.2,8,1.47,1.38,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,18-24,male,campaign,4144,4144,1,Website Purchases,2,,,20.45,,,40.89,9.87,26,26,1.57,1.57,0.63,24,1.7,0.58,147.66,0,20.45,0,2,0,3.61,0
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,35-44,male,campaign,880,897,1.02,,,,,,,,14.69,16.38,6,6,2.45,2.45,0.67,6,2.45,0.67,,,,,,,,
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,65+,female,campaign,1120,1235,1.1,Website Purchases,2,,1,9.13,,18.26,18.26,14.79,19,19,0.96,0.96,1.54,21,0.87,1.7,169.62,69.91,9.13,18.26,2,1,9.29,3.83
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,55-64,female,campaign,1072,1216,1.13,Website Purchases,3,,1,10.29,,30.86,30.86,25.38,20,20,1.54,1.54,1.64,19,1.62,1.56,232.17,77.11,10.29,30.86,3,1,7.52,2.5
EBD_2018_Promos_%Off,CONVERSIONS,2018-05-05,35-44,female,campaign,3552,4189,1.18,Website Purchases,2,,,33.57,,,67.14,16.03,30,30,2.24,2.24,0.72,35,1.92,0.84,93.42,0,33.57,0,2,0,1.39,0
